supermarket,product_category,month,year,city,sales
Sains,free-from,5,2023,Chelmsford,180.43000000000004
Sains,home,5,2023,Wakefield,706.9800000000001
Sains,food_cupboard,5,2023,Winchester,289.7099999999999
Sains,food_cupboard,5,2023,Peterborough,323.25999999999993
ASDA,home,5,2023,Leicester,1176.5400000000002
ASDA,household,5,2023,Newport,286.46000000000004
ASDA,fresh_food,5,2023,Winchester,251.66999999999993
ASDA,fresh_food,5,2023,Doncaster,274.20000000000005
ASDA,health_products,5,2023,Aberdeen,861.6900000000002
ASDA,household,5,2023,Westminster,399.5400000000001
ASDA,health_products,5,2023,Norwich,897.7700000000004
ASDA,baby_products,5,2023,Nottingham,58.790000000000006
ASDA,baby_products,5,2023,Stirling,75.0
Tesco,health_products,5,2023,Westminster,654.69
Tesco,baby_products,5,2023,Dundee,163.24
Tesco,bakery,5,2023,Doncaster,21.949999999999996
Morrisons,drinks,5,2023,Portsmouth,526.72
Morrisons,health_products,5,2023,Chelmsford,643.55
Morrisons,free-from,5,2023,Durham,12.19
Aldi,frozen,5,2023,Salford,18.44
Aldi,health_products,5,2023,Ripon,9.31
Aldi,bakery,5,2023,Plymouth,2.88
Aldi,household,5,2023,Coventry,3.87
Sains,food_cupboard,5,2023,London,299.4199999999999
Sains,home,5,2023,Canterbury,798.65
Sains,drinks,5,2023,Westminster,543.8900000000001
Sains,drinks,5,2023,Kingston-upon-Hull,420.79999999999995
Sains,home,5,2023,Durham,840.16
ASDA,fresh_food,5,2023,Wells,286.60999999999996
ASDA,bakery,5,2023,Brighton & Hove,36.14000000000001
ASDA,household,5,2023,Canterbury,394.69
ASDA,frozen,5,2023,London,40.50000000000001
ASDA,baby_products,5,2023,Ripon,78.69000000000001
ASDA,frozen,5,2023,Southampton,29.35
Tesco,home,5,2023,Winchester,850.17
Tesco,fresh_food,5,2023,Salisbury,198.57999999999993
Tesco,food_cupboard,5,2023,Newcastle-upon-Tyne,298.7599999999999
Tesco,food_cupboard,5,2023,Lisburn,258.6799999999999
Tesco,home,5,2023,Manchester,1037.71
Morrisons,household,5,2023,Newport,56.32
Morrisons,food_cupboard,5,2023,Lancaster,238.75
Morrisons,drinks,5,2023,Armagh,539.5900000000001
Morrisons,pets,5,2023,Armagh,61.19000000000001
Aldi,food_cupboard,5,2023,Chester,28.909999999999997
Aldi,food_cupboard,5,2023,Cardiff,20.57
Aldi,household,5,2023,Derby,36.24000000000001
Aldi,health_products,5,2023,Southampton,8.02
Aldi,bakery,5,2023,Londonderry,6.81
Aldi,free-from,5,2023,Derby,0.99
Sains,fresh_food,5,2023,Durham,252.84
Sains,bakery,5,2023,St Asaph,32.85
ASDA,frozen,5,2023,Bath,19.35
ASDA,fresh_food,5,2023,Hereford,324.69999999999993
ASDA,drinks,5,2023,Cardiff,481.54
Tesco,baby_products,5,2023,Birmingham,88.88999999999999
Tesco,drinks,5,2023,Lisburn,624.5400000000001
Morrisons,household,5,2023,Cardiff,46.63000000000001
Morrisons,health_products,5,2023,Worcester,302.64
Morrisons,frozen,5,2023,Bangor,151.92
Morrisons,baby_products,5,2023,Peterborough,62.25
Morrisons,frozen,5,2023,Lisburn,39.46
Aldi,pets,5,2023,St Albans,2.94
Aldi,health_products,5,2023,Cardiff,9.48
Sains,food_cupboard,5,2023,Lancaster,284.9099999999999
Sains,bakery,5,2023,Bangor,51.28999999999999
Sains,free-from,5,2023,Plymouth,203.89999999999998
Sains,home,5,2023,Chichester,622.8100000000001
ASDA,health_products,5,2023,Sunderland,1080.0100000000002
ASDA,drinks,5,2023,Carlisle,668.8400000000003
ASDA,baby_products,5,2023,Derby,102.19999999999999
ASDA,household,5,2023,Sunderland,207.92999999999998
Tesco,home,5,2023,Aberdeen,773.22
Tesco,baby_products,5,2023,Nottingham,94.73
Morrisons,health_products,5,2023,Lincoln,471.73999999999995
Morrisons,baby_products,5,2023,Newport,43.43
Morrisons,frozen,5,2023,Chelmsford,65.81
Morrisons,pets,5,2023,St Davids,64.63000000000001
Morrisons,free-from,5,2023,Winchester,17.7
Aldi,fresh_food,5,2023,St Albans,85.79
Aldi,drinks,5,2023,Milton Keynes,118.76999999999998
Aldi,frozen,5,2023,Southampton,28.25
Aldi,baby_products,5,2023,Derby,1.77
Aldi,household,5,2023,Gloucester,12.07
Sains,home,5,2023,Salford,685.1400000000001
Sains,free-from,5,2023,Perth,196.93999999999997
Sains,drinks,5,2023,Chester,511.65
Sains,frozen,5,2023,Dunfermline,78.85000000000001
ASDA,household,5,2023,Chichester,395.74999999999994
ASDA,bakery,5,2023,Glasgow,69.32
ASDA,free-from,5,2023,Norwich,29.69
Tesco,food_cupboard,5,2023,Southend-on-Sea,227.78000000000006
Tesco,home,5,2023,Newport,879.36
Tesco,home,5,2023,Leeds,769.2900000000001
Tesco,fresh_food,5,2023,Newry,196.1699999999999
Tesco,bakery,5,2023,Bangor,63.849999999999994
Tesco,drinks,5,2023,Leeds,433.31999999999994
Tesco,baby_products,5,2023,Swansea,89.88
Morrisons,food_cupboard,5,2023,Newcastle-upon-Tyne,253.72999999999996
Morrisons,home,5,2023,St Davids,465.2999999999999
Morrisons,household,5,2023,Lincoln,86.78
