supermarket,product_category,month,year,city,sales
Sains,fresh_food,3,2023,Lisburn,260.00000000000006
Sains,bakery,3,2023,Bristol,30.229999999999993
ASDA,fresh_food,3,2023,Sunderland,251.20000000000002
ASDA,home,3,2023,Gloucester,1005.57
Tesco,frozen,3,2023,Wells,53.120000000000005
Tesco,health_products,3,2023,Cambridge,554.8299999999999
Tesco,household,3,2023,Birmingham,106.30000000000003
Tesco,household,3,2023,Norwich,81.19999999999999
Tesco,baby_products,3,2023,Doncaster,95.80000000000001
Morrisons,frozen,3,2023,Wolverhampton,37.3
Morrisons,fresh_food,3,2023,Liverpool,150.76000000000002
Morrisons,baby_products,3,2023,Coventry,79.79999999999998
Morrisons,home,3,2023,Dundee,539.0
Aldi,household,3,2023,St Asaph,10.81
Aldi,frozen,3,2023,Derby,28.53
Aldi,pets,3,2023,Westminster,4.44
Sains,home,3,2023,Wakefield,1016.3300000000002
Sains,home,3,2023,Salisbury,896.07
Sains,food_cupboard,3,2023,Bristol,279.11000000000007
Sains,bakery,3,2023,Wells,59.6
ASDA,household,3,2023,Southampton,302.57
ASDA,food_cupboard,3,2023,Preston,281.07
ASDA,health_products,3,2023,Ely,687.3600000000004
ASDA,frozen,3,2023,Lancaster,43.25000000000001
ASDA,home,3,2023,Manchester,815.7800000000001
Tesco,pets,3,2023,Kingston-upon-Hull,57.95
Tesco,bakery,3,2023,Durham,42.6
Morrisons,household,3,2023,Coventry,90.16999999999999
Morrisons,pets,3,2023,Bangor,170.81000000000003
Morrisons,free-from,3,2023,Winchester,9.9
Morrisons,household,3,2023,Canterbury,82.05
Morrisons,free-from,3,2023,Swansea,18.589999999999996
Morrisons,pets,3,2023,Stirling,70.61000000000001
Aldi,food_cupboard,3,2023,Southampton,41.300000000000004
Aldi,food_cupboard,3,2023,Perth,33.379999999999995
Aldi,household,3,2023,Newcastle-upon-Tyne,17.200000000000003
Aldi,baby_products,3,2023,Colchester,2.89
Aldi,baby_products,3,2023,Manchester,4.99
Aldi,fresh_food,3,2023,Armagh,104.97999999999999
Sains,health_products,3,2023,Southend-on-Sea,894.65
Sains,drinks,3,2023,Oxford,527.4100000000001
Sains,pets,3,2023,Leicester,75.8
Sains,household,3,2023,Cambridge,233.66999999999996
Sains,baby_products,3,2023,Doncaster,109.48000000000002
Sains,pets,3,2023,St Davids,97.85000000000001
ASDA,bakery,3,2023,Colchester,44.6
ASDA,frozen,3,2023,Cambridge,44.379999999999995
ASDA,food_cupboard,3,2023,Liverpool,269.85999999999996
ASDA,frozen,3,2023,Leicester,29.9
ASDA,frozen,3,2023,Salford,27.6
Tesco,pets,3,2023,Salisbury,65.89
Tesco,bakery,3,2023,Brighton & Hove,78.38999999999999
Tesco,frozen,3,2023,Canterbury,63.650000000000006
Tesco,fresh_food,3,2023,Derby,174.13000000000002
Tesco,baby_products,3,2023,Salisbury,76.5
Morrisons,bakery,3,2023,St Davids,7.58
Aldi,food_cupboard,3,2023,Cambridge,28.520000000000003
Aldi,frozen,3,2023,Oxford,16.75
Aldi,household,3,2023,Durham,9.420000000000002
ASDA,bakery,3,2023,Dunfermline,51.3
ASDA,food_cupboard,3,2023,Stirling,219.5599999999999
ASDA,food_cupboard,3,2023,Kingston-upon-Hull,297.9299999999999
ASDA,home,3,2023,Leeds,926.2700000000001
Tesco,fresh_food,3,2023,Kingston-upon-Hull,133.91
Tesco,home,3,2023,Milton Keynes,577.82
Tesco,household,3,2023,Leicester,97.79
Tesco,drinks,3,2023,Newcastle-upon-Tyne,621.9000000000001
Tesco,bakery,3,2023,Glasgow,53.85
Morrisons,home,3,2023,Truro,592.27
Morrisons,food_cupboard,3,2023,London,221.25999999999993
Morrisons,household,3,2023,Sheffield,78.4
Morrisons,pets,3,2023,Wrexham,73.45000000000002
Morrisons,pets,3,2023,Chelmsford,56.83
Aldi,food_cupboard,3,2023,Milton Keynes,46.680000000000014
Morrisons,baby_products,3,2023,Edinburgh,76.54
Sains,drinks,3,2023,Norwich,267.25
Sains,free-from,3,2023,Exeter,227.08000000000004
Sains,pets,3,2023,Oxford,148.35
Sains,pets,3,2023,Peterborough,106.80000000000001
ASDA,drinks,3,2023,Durham,563.0699999999999
ASDA,health_products,3,2023,Newport,908.1000000000003
ASDA,home,3,2023,St Davids,946.35
Tesco,home,3,2023,Edinburgh,578.84
Tesco,bakery,3,2023,Leicester,34.69999999999999
Tesco,drinks,3,2023,Colchester,593.7700000000002
Tesco,pets,3,2023,Chelmsford,96.24000000000001
Morrisons,home,3,2023,Cambridge,515.27
Morrisons,food_cupboard,3,2023,Leeds,251.10000000000005
Morrisons,pets,3,2023,Edinburgh,134.39
Aldi,fresh_food,3,2023,Bristol,81.66000000000001
Aldi,frozen,3,2023,Bristol,22.8
Aldi,pets,3,2023,Southampton,5.13
Sains,baby_products,3,2023,St Davids,76.4
Sains,pets,3,2023,Wrexham,88.35
Sains,pets,3,2023,Newry,101.10000000000001
Sains,baby_products,3,2023,Lancaster,80.69999999999999
ASDA,household,3,2023,Bath,210.98000000000002
ASDA,bakery,3,2023,Bristol,31.84
Tesco,food_cupboard,3,2023,Southampton,287.6200000000002
Tesco,food_cupboard,3,2023,Sunderland,314.2899999999999
Tesco,household,3,2023,Cardiff,107.14000000000001
Tesco,household,3,2023,Chester,115.24
Tesco,pets,3,2023,Southend-on-Sea,115.05
Tesco,household,3,2023,Sunderland,147.2
Tesco,frozen,3,2023,Wolverhampton,68.64999999999999
Morrisons,fresh_food,3,2023,Lisburn,165.08999999999997
Morrisons,home,3,2023,Bangor,1060.5900000000001
Morrisons,food_cupboard,3,2023,Derby,219.63000000000002
Morrisons,drinks,3,2023,York,556.52
Morrisons,bakery,3,2023,Aberdeen,33.55
Morrisons,bakery,3,2023,Gloucester,13.59
Aldi,drinks,3,2023,Lichfield,79.32
Aldi,pets,3,2023,Londonderry,3.88
Aldi,health_products,3,2023,Stoke on Trent,1.24
Aldi,bakery,3,2023,Newcastle-upon-Tyne,6.61
Sains,home,3,2023,St Asaph,767.7
Sains,household,3,2023,St Davids,381.65000000000003
Sains,drinks,3,2023,Milton Keynes,545.51
Sains,health_products,3,2023,Leicester,1201.9999999999998
Sains,drinks,3,2023,Ely,560.49
Sains,bakery,3,2023,Brighton & Hove,30.39
ASDA,home,3,2023,Inverness,1565.76
ASDA,home,3,2023,Lancaster,1041.88
ASDA,health_products,3,2023,Gloucester,654.7700000000001
Tesco,home,3,2023,Bangor,1744.0299999999997
Tesco,home,3,2023,Bath,852.0600000000002
Tesco,health_products,3,2023,Plymouth,865.6000000000001
Tesco,household,3,2023,Newry,109.33999999999999
Tesco,baby_products,3,2023,Nottingham,127.25000000000001
Morrisons,free-from,3,2023,Sheffield,6.75
Aldi,fresh_food,3,2023,St Davids,61.559999999999995
Aldi,bakery,3,2023,Chelmsford,4.46
Aldi,health_products,3,2023,Hereford,6.15
Sains,fresh_food,3,2023,St Asaph,228.67
Sains,bakery,3,2023,Newcastle-upon-Tyne,36.120000000000005
Sains,bakery,3,2023,Armagh,28.349999999999998
Sains,pets,3,2023,Leeds,81.2
ASDA,food_cupboard,3,2023,Westminster,235.98999999999995
ASDA,health_products,3,2023,Lancaster,626.7900000000002
ASDA,baby_products,3,2023,Portsmouth,94.4
ASDA,pets,3,2023,Salisbury,105.28
ASDA,household,3,2023,St Davids,273.83
Tesco,household,3,2023,Wakefield,153.98999999999998
Tesco,baby_products,3,2023,Brighton & Hove,188.35
Tesco,bakery,3,2023,Norwich,35.29
Tesco,pets,3,2023,Plymouth,59.239999999999995
Morrisons,fresh_food,3,2023,Dunfermline,131.13
Morrisons,frozen,3,2023,Wakefield,30.72
Morrisons,frozen,3,2023,Southend-on-Sea,60.25
Morrisons,health_products,3,2023,Durham,332.11
Morrisons,health_products,3,2023,Belfast,440.05000000000007
Aldi,bakery,3,2023,Newport,11.299999999999999
Aldi,drinks,3,2023,Lincoln,73.6
Aldi,free-from,3,2023,Ely,3.34
Aldi,free-from,3,2023,Lisburn,1.35
Sains,food_cupboard,3,2023,Milton Keynes,281.96
Sains,home,3,2023,Gloucester,772.69
ASDA,fresh_food,3,2023,Exeter,336.52999999999986
ASDA,free-from,3,2023,Dundee,49.94
Sains,fresh_food,3,2023,Exeter,213.01000000000002
Tesco,frozen,3,2023,Sheffield,45.150000000000006
Tesco,drinks,3,2023,Portsmouth,521.11
Tesco,home,3,2023,Norwich,662.7700000000001
Tesco,pets,3,2023,Stirling,50.75
Tesco,pets,3,2023,Lincoln,107.30000000000001
Morrisons,frozen,3,2023,Exeter,65.31
Morrisons,food_cupboard,3,2023,Lisburn,214.37999999999997
Morrisons,household,3,2023,Manchester,67.43
Morrisons,baby_products,3,2023,York,86.22999999999999
Aldi,bakery,3,2023,Dundee,7.210000000000001
Aldi,health_products,3,2023,Leeds,7.380000000000001
Aldi,household,3,2023,Dunfermline,15.049999999999999
Sains,fresh_food,3,2023,Portsmouth,305.4800000000001
Sains,bakery,3,2023,Oxford,22.02
Sains,baby_products,3,2023,Londonderry,69.69
ASDA,fresh_food,3,2023,Glasgow,267.27000000000004
Tesco,fresh_food,3,2023,Lancaster,220.4699999999999
Tesco,home,3,2023,Durham,881.2699999999999
Morrisons,health_products,3,2023,Newcastle-upon-Tyne,447.6099999999999
Morrisons,drinks,3,2023,Kingston-upon-Hull,547.82
Morrisons,food_cupboard,3,2023,St Davids,212.70999999999998
Morrisons,baby_products,3,2023,St Asaph,114.73
Morrisons,food_cupboard,3,2023,Plymouth,188.49000000000004
Morrisons,drinks,3,2023,Bradford,470.96999999999997
Morrisons,frozen,3,2023,Lincoln,61.400000000000006
Morrisons,free-from,3,2023,Aberdeen,2.35
Aldi,fresh_food,3,2023,Derby,92.14000000000003
Sains,food_cupboard,3,2023,Lincoln,267.3999999999999
Sains,household,3,2023,Lisburn,206.43999999999997
Sains,free-from,3,2023,Edinburgh,219.50000000000006
Sains,frozen,3,2023,Newport,58.71
Sains,baby_products,3,2023,Kingston-upon-Hull,107.85000000000001
ASDA,fresh_food,3,2023,Salisbury,325.11000000000007
ASDA,home,3,2023,Newry,1249.3500000000001
ASDA,free-from,3,2023,Norwich,74.55000000000001
ASDA,household,3,2023,Newcastle-upon-Tyne,270.4
ASDA,free-from,3,2023,Inverness,115.1
Tesco,health_products,3,2023,Lincoln,593.04
Tesco,bakery,3,2023,Dunfermline,43.0
Tesco,fresh_food,3,2023,Salisbury,199.73000000000002
Tesco,home,3,2023,Newry,679.72
Tesco,fresh_food,3,2023,Colchester,174.26999999999998
Tesco,baby_products,3,2023,Kingston-upon-Hull,164.5
Morrisons,fresh_food,3,2023,Peterborough,130.57
Morrisons,baby_products,3,2023,Colchester,81.5
Morrisons,drinks,3,2023,Newport,440.4600000000001
Morrisons,health_products,3,2023,Exeter,522.5
Morrisons,household,3,2023,St Albans,81.71000000000001
Aldi,household,3,2023,Plymouth,6.37
Aldi,bakery,3,2023,Durham,11.279999999999998
Aldi,bakery,3,2023,Salford,11.51
Aldi,pets,3,2023,Newry,16.35
Aldi,drinks,3,2023,Newry,72.98
Sains,home,3,2023,Portsmouth,778.2000000000002
Sains,baby_products,3,2023,Liverpool,80.49
Sains,frozen,3,2023,Lichfield,43.98
ASDA,baby_products,3,2023,Ripon,66.99000000000001
Tesco,frozen,3,2023,Milton Keynes,71.8
Morrisons,frozen,3,2023,Kingston-upon-Hull,57.29
Aldi,health_products,3,2023,Exeter,8.63
Aldi,baby_products,3,2023,York,2.3
Aldi,free-from,3,2023,Birmingham,3.24
Sains,free-from,3,2023,Bradford,241.79
Sains,home,3,2023,Preston,958.72
Sains,fresh_food,3,2023,Cardiff,231.17999999999992
Sains,free-from,3,2023,Preston,232.41
ASDA,health_products,3,2023,Dundee,526.01
ASDA,household,3,2023,Swansea,186.24
ASDA,household,3,2023,Bradford,312.59000000000003
Tesco,fresh_food,3,2023,St Davids,193.15
Tesco,fresh_food,3,2023,Lichfield,202.19
Morrisons,bakery,3,2023,Newcastle-upon-Tyne,13.24
Morrisons,food_cupboard,3,2023,Carlisle,248.64000000000001
Morrisons,home,3,2023,Preston,372.90000000000003
Aldi,drinks,3,2023,Inverness,77.96000000000001
Aldi,baby_products,3,2023,Westminster,2.13
Aldi,health_products,3,2023,Liverpool,9.0
Aldi,health_products,3,2023,Perth,3.89
Aldi,household,3,2023,Ripon,10.299999999999999
Morrisons,fresh_food,3,2023,Southampton,143.35999999999999
Sains,fresh_food,3,2023,Bangor,454.48
Sains,pets,3,2023,Winchester,100.45
Sains,bakery,3,2023,Gloucester,54.44
Sains,baby_products,3,2023,Bristol,57.010000000000005
ASDA,household,3,2023,Winchester,446.33000000000004
ASDA,home,3,2023,Stirling,1171.3500000000001
ASDA,free-from,3,2023,Cardiff,36.75
ASDA,frozen,3,2023,Westminster,44.279999999999994
ASDA,frozen,3,2023,Lincoln,24.990000000000002
ASDA,frozen,3,2023,Southampton,28.090000000000003
Tesco,fresh_food,3,2023,Bangor,378.42000000000013
Tesco,baby_products,3,2023,Lincoln,85.75
Tesco,frozen,3,2023,Exeter,45.42
Morrisons,fresh_food,3,2023,St Albans,166.02999999999997
Aldi,frozen,3,2023,Carlisle,33.77
Sains,food_cupboard,3,2023,Armagh,329.9800000000001
Sains,frozen,3,2023,Birmingham,41.64
Sains,health_products,3,2023,Bangor,2072.3
Sains,free-from,3,2023,Westminster,198.29999999999998
Sains,food_cupboard,3,2023,Inverness,330.71000000000004
Sains,health_products,3,2023,Portsmouth,932.05
Sains,frozen,3,2023,Canterbury,48.34
Sains,bakery,3,2023,Doncaster,18.38
Sains,free-from,3,2023,Worcester,200.65000000000003
ASDA,free-from,3,2023,St Asaph,47.55
ASDA,health_products,3,2023,Sheffield,739.31
ASDA,frozen,3,2023,Milton Keynes,31.2
Tesco,food_cupboard,3,2023,Doncaster,321.6899999999999
Tesco,pets,3,2023,Manchester,143.34
Tesco,baby_products,3,2023,Ripon,89.89999999999999
Morrisons,food_cupboard,3,2023,Durham,161.09999999999997
Morrisons,bakery,3,2023,Stoke on Trent,38.080000000000005
Aldi,pets,3,2023,Leeds,16.32
Aldi,health_products,3,2023,Londonderry,13.100000000000001
Aldi,household,3,2023,Dundee,9.3
Aldi,bakery,3,2023,Bradford,9.36
Aldi,food_cupboard,3,2023,Edinburgh,40.45
Sains,food_cupboard,3,2023,Salisbury,284.58
Sains,drinks,3,2023,Perth,575.05
Sains,fresh_food,3,2023,Ely,264.40999999999997
Sains,fresh_food,3,2023,Edinburgh,232.63000000000002
Sains,drinks,3,2023,Newcastle-upon-Tyne,454.84999999999997
ASDA,free-from,3,2023,Dunfermline,30.189999999999998
ASDA,food_cupboard,3,2023,Londonderry,249.73999999999998
ASDA,health_products,3,2023,Coventry,605.1200000000001
ASDA,fresh_food,3,2023,Lancaster,290.27000000000004
ASDA,food_cupboard,3,2023,Wells,276.71000000000004
ASDA,home,3,2023,Truro,1029.19
ASDA,pets,3,2023,Winchester,94.97
ASDA,pets,3,2023,Preston,75.60000000000002
Tesco,food_cupboard,3,2023,Wrexham,299.54
Tesco,drinks,3,2023,Oxford,824.16
Tesco,food_cupboard,3,2023,Portsmouth,302.76
Tesco,household,3,2023,Wolverhampton,134.93
Tesco,household,3,2023,St Albans,74.32
Tesco,pets,3,2023,Nottingham,33.95
Tesco,baby_products,3,2023,Hereford,103.95
Morrisons,home,3,2023,Worcester,616.4
Morrisons,fresh_food,3,2023,Brighton & Hove,146.47999999999993
Morrisons,bakery,3,2023,Lisburn,19.090000000000003
Aldi,pets,3,2023,Liverpool,4.140000000000001
Aldi,frozen,3,2023,Worcester,17.930000000000003
Sains,health_products,3,2023,Leeds,1119.35
Sains,fresh_food,3,2023,Derby,212.84
Sains,home,3,2023,Bangor,1587.56
Sains,free-from,3,2023,Portsmouth,129.9
Sains,fresh_food,3,2023,Westminster,222.37999999999997
Sains,food_cupboard,3,2023,Wolverhampton,313.47999999999996
Sains,household,3,2023,Birmingham,372.02
ASDA,bakery,3,2023,Birmingham,71.80000000000001
ASDA,home,3,2023,Cambridge,1337.44
ASDA,drinks,3,2023,Norwich,513.5999999999999
ASDA,pets,3,2023,Glasgow,88.36999999999999
Tesco,fresh_food,3,2023,Stirling,213.83
Tesco,frozen,3,2023,Edinburgh,69.3
Tesco,bakery,3,2023,Bradford,38.14
Tesco,pets,3,2023,York,100.88999999999999
Morrisons,frozen,3,2023,Milton Keynes,54.92000000000001
Morrisons,food_cupboard,3,2023,Winchester,213.2
Morrisons,fresh_food,3,2023,Dundee,162.16
Morrisons,free-from,3,2023,Chester,26.070000000000004
Aldi,bakery,3,2023,Derby,1.25
Aldi,fresh_food,3,2023,Gloucester,50.53000000000001
Aldi,baby_products,3,2023,Cambridge,4.77
Aldi,drinks,3,2023,Portsmouth,49.33
Sains,free-from,3,2023,Leicester,176.53
Sains,bakery,3,2023,Wrexham,20.299999999999997
Sains,food_cupboard,3,2023,Manchester,258.72
ASDA,free-from,3,2023,Leeds,27.940000000000005
ASDA,fresh_food,3,2023,Wrexham,225.34
ASDA,bakery,3,2023,Canterbury,80.44999999999999
ASDA,baby_products,3,2023,Londonderry,109.44
ASDA,drinks,3,2023,Leicester,529.3999999999999
ASDA,frozen,3,2023,Southend-on-Sea,34.4
Tesco,household,3,2023,Canterbury,129.5
Tesco,fresh_food,3,2023,Sunderland,222.96
Tesco,frozen,3,2023,Peterborough,54.95000000000001
Morrisons,fresh_food,3,2023,Chichester,146.26999999999998
Morrisons,fresh_food,3,2023,Colchester,140.55999999999997
Aldi,health_products,3,2023,Bradford,21.48
Aldi,drinks,3,2023,Leeds,68.54
Sains,food_cupboard,3,2023,Portsmouth,284.6599999999999
Sains,drinks,3,2023,Sunderland,576.9399999999999
ASDA,baby_products,3,2023,Chichester,82.19999999999999
Tesco,fresh_food,3,2023,Salford,297.7999999999999
Tesco,food_cupboard,3,2023,Liverpool,262.07000000000005
Tesco,pets,3,2023,Salford,68.4
Morrisons,drinks,3,2023,Lisburn,675.04
Morrisons,free-from,3,2023,Durham,14.139999999999999
Aldi,baby_products,3,2023,Durham,0.99
Aldi,free-from,3,2023,Armagh,1.09
Sains,pets,3,2023,Milton Keynes,78.55
