supermarket,product_category,month,year,city,sales
Sains,home,4,2023,Wakefield,671.2600000000001
Sains,free-from,4,2023,St Albans,131.25000000000003
Sains,drinks,4,2023,Portsmouth,480.6500000000001
ASDA,baby_products,4,2023,Leeds,124.06
ASDA,frozen,4,2023,Truro,30.799999999999997
ASDA,free-from,4,2023,Wolverhampton,28.549999999999994
ASDA,frozen,4,2023,Newport,31.450000000000003
ASDA,pets,4,2023,Cardiff,87.46000000000001
Tesco,bakery,4,2023,St Asaph,25.8
Tesco,food_cupboard,4,2023,Wells,232.2999999999999
Tesco,health_products,4,2023,London,650.85
Tesco,baby_products,4,2023,Oxford,235.8
Morrisons,food_cupboard,4,2023,Truro,215.66000000000008
Aldi,bakery,4,2023,Durham,7.120000000000001
Aldi,baby_products,4,2023,Birmingham,0.95
Aldi,baby_products,4,2023,Plymouth,3.6799999999999997
Aldi,pets,4,2023,Bradford,6.58
Sains,pets,4,2023,Wrexham,106.25
Sains,food_cupboard,4,2023,Cambridge,307.8999999999999
Sains,free-from,4,2023,Wells,221.75000000000003
Sains,household,4,2023,Newport,285.96
ASDA,health_products,4,2023,Doncaster,683.2800000000001
ASDA,household,4,2023,Newport,207.74
Tesco,food_cupboard,4,2023,Bradford,295.79999999999984
Tesco,drinks,4,2023,Norwich,564.9899999999999
Tesco,health_products,4,2023,Chichester,604.3700000000001
Tesco,fresh_food,4,2023,Bristol,140.13000000000005
Tesco,health_products,4,2023,Perth,675.94
Morrisons,frozen,4,2023,Portsmouth,25.47
Morrisons,pets,4,2023,Bath,53.129999999999995
Aldi,household,4,2023,Nottingham,11.41
Aldi,frozen,4,2023,Westminster,31.979999999999997
Aldi,health_products,4,2023,Wakefield,6.91
Sains,home,4,2023,Ripon,846.0799999999999
Sains,fresh_food,4,2023,Coventry,226.34
Sains,free-from,4,2023,Newry,308.06000000000006
Sains,household,4,2023,Londonderry,254.73999999999998
Sains,food_cupboard,4,2023,Chelmsford,259.57000000000005
Sains,drinks,4,2023,Cardiff,305.0999999999999
Sains,health_products,4,2023,Lichfield,748.15
Sains,frozen,4,2023,Lincoln,33.75
Sains,frozen,4,2023,Westminster,35.15
ASDA,household,4,2023,St Davids,523.33
ASDA,baby_products,4,2023,Gloucester,108.49999999999999
ASDA,drinks,4,2023,Preston,586.3900000000001
Tesco,health_products,4,2023,Belfast,673.24
Tesco,household,4,2023,Lisburn,121.61999999999999
Tesco,fresh_food,4,2023,Doncaster,163.45
Tesco,bakery,4,2023,Cambridge,38.24999999999999
Tesco,baby_products,4,2023,Norwich,73.94999999999999
Morrisons,free-from,4,2023,Lancaster,5.85
Aldi,household,4,2023,Southampton,18.07
Aldi,frozen,4,2023,Kingston-upon-Hull,25.2
Aldi,drinks,4,2023,Winchester,57.059999999999995
Sains,pets,4,2023,Bath,90.70000000000002
Sains,drinks,4,2023,Oxford,507.9999999999999
Sains,baby_products,4,2023,Liverpool,79.12
ASDA,health_products,4,2023,Perth,921.4800000000001
ASDA,baby_products,4,2023,St Davids,162.09000000000003
ASDA,baby_products,4,2023,Winchester,69.45
ASDA,pets,4,2023,Bristol,68.13
ASDA,free-from,4,2023,Manchester,32.34
Tesco,home,4,2023,Sunderland,894.97
Tesco,home,4,2023,Gloucester,811.86
Tesco,drinks,4,2023,Kingston-upon-Hull,527.1400000000001
Tesco,bakery,4,2023,Cardiff,83.45
Tesco,home,4,2023,Inverness,828.72
Tesco,fresh_food,4,2023,Sheffield,161.68000000000004
Morrisons,health_products,4,2023,Belfast,410.37
Morrisons,free-from,4,2023,Salisbury,28.939999999999998
Morrisons,free-from,4,2023,Norwich,14.049999999999999
Sains,free-from,4,2023,Manchester,247.29000000000002
Sains,health_products,4,2023,Chelmsford,1213.0499999999997
Sains,fresh_food,4,2023,Dunfermline,269.4
Sains,food_cupboard,4,2023,Worcester,277.73
Sains,health_products,4,2023,Doncaster,937.5
Sains,frozen,4,2023,Southend-on-Sea,56.919999999999995
ASDA,drinks,4,2023,Stirling,556.7400000000001
ASDA,free-from,4,2023,Norwich,27.349999999999998
ASDA,household,4,2023,Salford,264.06
ASDA,frozen,4,2023,London,33.239999999999995
Tesco,food_cupboard,4,2023,Wakefield,305.47999999999985
Tesco,home,4,2023,Stirling,881.1500000000001
Tesco,home,4,2023,Winchester,888.64
Tesco,fresh_food,4,2023,Leeds,208.72000000000006
Morrisons,fresh_food,4,2023,Worcester,136.9
Morrisons,drinks,4,2023,Derby,422.90000000000003
Morrisons,baby_products,4,2023,Leeds,50.3
Morrisons,home,4,2023,Dunfermline,575.9600000000002
Aldi,drinks,4,2023,London,30.100000000000005
Aldi,health_products,4,2023,Exeter,5.78
Aldi,bakery,4,2023,Leeds,8.46
Aldi,baby_products,4,2023,Bradford,1.47
Aldi,household,4,2023,Milton Keynes,9.38
Sains,health_products,4,2023,York,1009.3499999999999
Sains,pets,4,2023,Plymouth,77.8
Sains,free-from,4,2023,Southend-on-Sea,202.79000000000005
Sains,home,4,2023,York,815.26
Sains,drinks,4,2023,Cambridge,486.08
Sains,fresh_food,4,2023,Leicester,220.07
Sains,fresh_food,4,2023,Salford,254.74999999999997
Sains,pets,4,2023,Chester,112.69999999999999
ASDA,household,4,2023,Dundee,369.69000000000005
ASDA,bakery,4,2023,Dundee,74.74
Tesco,fresh_food,4,2023,Westminster,172.21000000000004
Tesco,drinks,4,2023,Bradford,325.45000000000005
Tesco,bakery,4,2023,Belfast,48.699999999999996
Morrisons,household,4,2023,Lisburn,85.79
Morrisons,drinks,4,2023,Ely,535.3
Morrisons,home,4,2023,Wolverhampton,416.92999999999995
Morrisons,frozen,4,2023,St Davids,62.150000000000006
Morrisons,free-from,4,2023,Wells,27.25
Aldi,bakery,4,2023,St Albans,7.299999999999999
Aldi,drinks,4,2023,Durham,42.85000000000001
Aldi,household,4,2023,Sunderland,15.1
Aldi,health_products,4,2023,Carlisle,2.79
Aldi,frozen,4,2023,Doncaster,9.27
Sains,free-from,4,2023,Exeter,231.23
Sains,pets,4,2023,Stirling,157.05
Sains,drinks,4,2023,Kingston-upon-Hull,580.2900000000001
ASDA,fresh_food,4,2023,Nottingham,284.38
ASDA,home,4,2023,Portsmouth,1132.65
ASDA,pets,4,2023,Liverpool,36.489999999999995
ASDA,health_products,4,2023,Aberdeen,483.43999999999994
ASDA,frozen,4,2023,Belfast,27.590000000000003
Tesco,home,4,2023,Exeter,749.4200000000001
