supermarket,product_category,month,year,city,sales
ASDA,food_cupboard,6,2023,Doncaster,263.16
ASDA,pets,6,2023,York,72.99
Tesco,bakery,6,2023,Wells,79.85000000000001
Tesco,drinks,6,2023,Stirling,591.87
Tesco,household,6,2023,St Asaph,87.54000000000002
Tesco,pets,6,2023,Oxford,122.8
Tesco,household,6,2023,Lincoln,64.85000000000001
Morrisons,household,6,2023,Exeter,50.92
Morrisons,home,6,2023,Carlisle,564.41
Aldi,bakery,6,2023,Nottingham,6.54
Aldi,pets,6,2023,Portsmouth,3.29
Sains,fresh_food,6,2023,Armagh,281.53
Sains,baby_products,6,2023,Gloucester,102.19999999999999
Sains,baby_products,6,2023,Dunfermline,77.94999999999999
ASDA,food_cupboard,6,2023,Salisbury,255.48
ASDA,home,6,2023,Colchester,896.03
ASDA,fresh_food,6,2023,Perth,308.02
Tesco,food_cupboard,6,2023,Winchester,284.2299999999999
Tesco,household,6,2023,Hereford,106.33999999999999
Tesco,bakery,6,2023,Norwich,66.25
Tesco,drinks,6,2023,Coventry,649.47
Morrisons,home,6,2023,Leeds,612.6099999999999
Morrisons,pets,6,2023,Southend-on-Sea,64.03000000000002
Aldi,food_cupboard,6,2023,Wolverhampton,31.159999999999997
Aldi,health_products,6,2023,Wakefield,20.87
Aldi,pets,6,2023,Armagh,9.68
Aldi,bakery,6,2023,Carlisle,11.309999999999999
Sains,food_cupboard,6,2023,Portsmouth,266.75000000000006
Sains,free-from,6,2023,Portsmouth,198.30000000000004
Sains,bakery,6,2023,Carlisle,18.74
Sains,pets,6,2023,Inverness,99.35000000000001
ASDA,health_products,6,2023,Manchester,803.8900000000002
ASDA,frozen,6,2023,Dunfermline,38.94
Tesco,frozen,6,2023,Truro,71.89
Tesco,fresh_food,6,2023,Lisburn,167.55
Tesco,household,6,2023,Birmingham,73.94
Morrisons,household,6,2023,Bradford,50.58
Morrisons,drinks,6,2023,Londonderry,585.6100000000001
Morrisons,fresh_food,6,2023,Chelmsford,115.07000000000001
Aldi,bakery,6,2023,Bangor,10.03
Sains,household,6,2023,Bath,217.79000000000002
Sains,fresh_food,6,2023,Portsmouth,271.19000000000005
Sains,health_products,6,2023,Gloucester,845.5500000000001
ASDA,bakery,6,2023,Southend-on-Sea,30.55
ASDA,drinks,6,2023,Exeter,551.92
ASDA,bakery,6,2023,Cardiff,58.849999999999994
ASDA,frozen,6,2023,Wakefield,44.75
Tesco,food_cupboard,6,2023,Stirling,270.57999999999987
Tesco,drinks,6,2023,Cardiff,380.9400000000001
Tesco,pets,6,2023,Bangor,143.04000000000002
Morrisons,health_products,6,2023,Lancaster,594.65
Morrisons,food_cupboard,6,2023,Coventry,148.25999999999996
Morrisons,household,6,2023,Hereford,66.67
Aldi,household,6,2023,Canterbury,9.61
Aldi,food_cupboard,6,2023,Portsmouth,28.869999999999997
Aldi,health_products,6,2023,Lancaster,2.77
Sains,home,6,2023,Stoke on Trent,652.97
Sains,food_cupboard,6,2023,Newport,245.92000000000002
Sains,fresh_food,6,2023,Bristol,281.24
Sains,pets,6,2023,Cardiff,118.05
Sains,pets,6,2023,Exeter,93.45
Sains,pets,6,2023,Worcester,99.25
ASDA,bakery,6,2023,Sunderland,86.14999999999999
ASDA,drinks,6,2023,Ripon,449.7699999999999
ASDA,baby_products,6,2023,Aberdeen,78.69
ASDA,baby_products,6,2023,Bradford,98.39000000000001
Tesco,food_cupboard,6,2023,Inverness,267.8299999999999
Tesco,food_cupboard,6,2023,Lancaster,320.27
Tesco,frozen,6,2023,Westminster,34.199999999999996
Morrisons,household,6,2023,Manchester,70.83
Morrisons,household,6,2023,Truro,78.02999999999999
Morrisons,health_products,6,2023,Nottingham,489.92
Morrisons,health_products,6,2023,Wells,306.58000000000004
Morrisons,baby_products,6,2023,St Asaph,104.05
Morrisons,free-from,6,2023,Edinburgh,19.68
Aldi,fresh_food,6,2023,Salisbury,52.510000000000005
Aldi,bakery,6,2023,Newport,7.95
Aldi,health_products,6,2023,Preston,6.020000000000001
Aldi,household,6,2023,Aberdeen,16.810000000000002
Aldi,health_products,6,2023,Wells,3.59
Aldi,pets,6,2023,Nottingham,1.08
Aldi,baby_products,6,2023,Gloucester,0.99
Aldi,household,6,2023,Wakefield,8.46
Sains,food_cupboard,6,2023,Salford,300.98999999999995
Sains,health_products,6,2023,Peterborough,960.7499999999997
