supermarket,product_category,month,year,city,sales
Sains,free-from,11,2023,Newry,259.75000000000006
Sains,food_cupboard,11,2023,St Albans,265.99
Sains,food_cupboard,11,2023,Birmingham,271.5199999999999
Sains,frozen,11,2023,Lisburn,50.449999999999996
Sains,pets,11,2023,Winchester,79.85000000000001
ASDA,home,11,2023,Salisbury,1451.1200000000001
ASDA,drinks,11,2023,Edinburgh,348.59999999999997
ASDA,home,11,2023,Lichfield,1055.59
ASDA,fresh_food,11,2023,Cambridge,260.45000000000005
Tesco,food_cupboard,11,2023,Canterbury,311.7899999999999
Tesco,bakery,11,2023,Leicester,41.5
Tesco,health_products,11,2023,Londonderry,820.9799999999998
Tesco,bakery,11,2023,Dundee,24.400000000000002
Tesco,baby_products,11,2023,Swansea,45.050000000000004
Morrisons,home,11,2023,Carlisle,625.51
Morrisons,bakery,11,2023,Newry,17.84
Morrisons,bakery,11,2023,Exeter,19.520000000000003
Aldi,food_cupboard,11,2023,Inverness,43.59000000000001
Aldi,fresh_food,11,2023,Edinburgh,90.46
Aldi,drinks,11,2023,Ripon,65.5
Aldi,household,11,2023,Leicester,7.86
Aldi,bakery,11,2023,Lancaster,3.1700000000000004
Aldi,free-from,11,2023,Belfast,0.49
Aldi,frozen,11,2023,Milton Keynes,20.9
Sains,home,11,2023,Edinburgh,789.0899999999999
Sains,fresh_food,11,2023,Brighton & Hove,264.00999999999993
ASDA,health_products,11,2023,Perth,646.3700000000001
ASDA,pets,11,2023,Durham,99.72
ASDA,fresh_food,11,2023,Wolverhampton,255.84999999999997
ASDA,pets,11,2023,Brighton & Hove,67.35
ASDA,frozen,11,2023,Hereford,51.63
ASDA,frozen,11,2023,Southampton,22.5
ASDA,frozen,11,2023,Manchester,26.550000000000004
ASDA,frozen,11,2023,Lancaster,18.75
Tesco,home,11,2023,Gloucester,631.0
Tesco,food_cupboard,11,2023,Truro,261.01999999999987
Tesco,health_products,11,2023,Westminster,673.9899999999999
Tesco,frozen,11,2023,Salford,55.449999999999996
Tesco,frozen,11,2023,Ripon,56.25
