supermarket,product_category,month,year,city,sales
Sains,fresh_food,9,2023,Sunderland,266.0199999999999
Sains,fresh_food,9,2023,Edinburgh,249.31
Sains,health_products,9,2023,Inverness,848.5500000000001
Sains,pets,9,2023,Wakefield,110.85000000000001
Sains,fresh_food,9,2023,Gloucester,234.58
Sains,frozen,9,2023,Plymouth,41.599999999999994
ASDA,health_products,9,2023,Brighton & Hove,696.8800000000003
ASDA,frozen,9,2023,Dundee,34.18
Tesco,health_products,9,2023,Wakefield,635.16
Tesco,pets,9,2023,Southampton,79.6
Tesco,frozen,9,2023,Inverness,72.94999999999999
Tesco,drinks,9,2023,Aberdeen,304.79000000000013
Morrisons,bakery,9,2023,Carlisle,12.32
Morrisons,frozen,9,2023,Cambridge,52.61
Morrisons,pets,9,2023,Londonderry,55.41000000000001
Morrisons,health_products,9,2023,Derby,404.99000000000007
Morrisons,drinks,9,2023,Londonderry,508.91
Morrisons,pets,9,2023,Inverness,64.66000000000001
Aldi,fresh_food,9,2023,St Davids,67.24
Aldi,baby_products,9,2023,Exeter,1.34
Aldi,free-from,9,2023,Wolverhampton,3.74
Aldi,bakery,9,2023,Oxford,10.21
Aldi,free-from,9,2023,Doncaster,2.48
Aldi,pets,9,2023,Wakefield,13.22
Aldi,health_products,9,2023,Portsmouth,2.6100000000000003
Aldi,baby_products,9,2023,Stoke on Trent,2.0
Sains,fresh_food,9,2023,Brighton & Hove,276.38
Sains,food_cupboard,9,2023,Wolverhampton,250.88999999999993
Sains,home,9,2023,Canterbury,825.1200000000001
Sains,drinks,9,2023,Colchester,453.90000000000003
Sains,fresh_food,9,2023,Coventry,258.05999999999995
Sains,home,9,2023,Wells,787.39
Sains,baby_products,9,2023,Lichfield,147.5
Sains,pets,9,2023,Salisbury,91.3
ASDA,health_products,9,2023,Colchester,914.9200000000003
ASDA,health_products,9,2023,Cardiff,474.13999999999993
ASDA,baby_products,9,2023,Lancaster,120.68
ASDA,fresh_food,9,2023,Preston,246.82999999999993
ASDA,home,9,2023,Armagh,877.01
ASDA,bakery,9,2023,Salisbury,80.85
ASDA,free-from,9,2023,Lincoln,54.82000000000001
Tesco,fresh_food,9,2023,Bradford,197.51000000000005
Tesco,frozen,9,2023,Ely,86.65
Tesco,bakery,9,2023,Plymouth,55.9
Tesco,pets,9,2023,Inverness,47.30000000000001
Morrisons,frozen,9,2023,Exeter,55.529999999999994
Morrisons,pets,9,2023,Bradford,105.07
Morrisons,home,9,2023,York,602.67
Morrisons,pets,9,2023,St Albans,76.63000000000001
Morrisons,home,9,2023,St Asaph,620.9900000000001
Aldi,food_cupboard,9,2023,Wells,37.169999999999995
Aldi,food_cupboard,9,2023,Carlisle,29.849999999999998
Morrisons,frozen,9,2023,Doncaster,45.71
Morrisons,baby_products,9,2023,Lancaster,81.94
Sains,home,9,2023,Milton Keynes,700.97
Sains,pets,9,2023,York,29.599999999999998
ASDA,food_cupboard,9,2023,Inverness,269.34
ASDA,household,9,2023,Exeter,222.94
Tesco,pets,9,2023,Nottingham,69.25
Tesco,frozen,9,2023,Southampton,66.73
Tesco,bakery,9,2023,Cardiff,42.45
Morrisons,health_products,9,2023,Newport,385.34
Morrisons,baby_products,9,2023,Worcester,33.3
Morrisons,drinks,9,2023,Gloucester,583.7100000000002
Morrisons,pets,9,2023,Wrexham,63.89000000000001
Aldi,baby_products,9,2023,Salisbury,1.89
Aldi,health_products,9,2023,Dundee,13.16
Aldi,health_products,9,2023,Wakefield,1.54
Aldi,household,9,2023,Exeter,11.910000000000002
Sains,household,9,2023,London,120.8
ASDA,food_cupboard,9,2023,Stirling,234.3
ASDA,baby_products,9,2023,Chelmsford,79.45
ASDA,frozen,9,2023,Chester,41.54
ASDA,pets,9,2023,Westminster,34.14
Tesco,health_products,9,2023,Bradford,780.5899999999999
Tesco,frozen,9,2023,Lancaster,54.99
Morrisons,fresh_food,9,2023,Stirling,145.34
Morrisons,bakery,9,2023,Inverness,12.72
Morrisons,pets,9,2023,Stirling,54.720000000000006
Morrisons,household,9,2023,Sheffield,51.79
Morrisons,bakery,9,2023,Bristol,40.8
Aldi,drinks,9,2023,Bangor,149.87
Aldi,drinks,9,2023,St Albans,50.53999999999999
Aldi,frozen,9,2023,Salisbury,24.419999999999998
Aldi,free-from,9,2023,Derby,1.25
Sains,food_cupboard,9,2023,Lincoln,245.19
Sains,health_products,9,2023,Wrexham,871.6499999999999
Sains,food_cupboard,9,2023,Leeds,244.30999999999997
Sains,home,9,2023,Southampton,751.9300000000001
Sains,food_cupboard,9,2023,Southampton,267.3
Sains,pets,9,2023,Colchester,61.20000000000001
