supermarket,product_category,month,year,city,sales
Sains,baby_products,10,2023,St Asaph,56.2
ASDA,fresh_food,10,2023,Bristol,234.97999999999993
ASDA,frozen,10,2023,Leicester,38.51
ASDA,drinks,10,2023,Newport,324.5900000000001
ASDA,drinks,10,2023,St Asaph,529.98
ASDA,health_products,10,2023,Lancaster,726.2100000000004
ASDA,health_products,10,2023,Sunderland,897.24
ASDA,frozen,10,2023,Wakefield,41.84
Tesco,food_cupboard,10,2023,Wrexham,294.89999999999986
Tesco,fresh_food,10,2023,Aberdeen,230.07999999999998
Morrisons,health_products,10,2023,Portsmouth,505.33000000000004
Morrisons,fresh_food,10,2023,Southampton,164.20999999999998
Aldi,bakery,10,2023,Portsmouth,4.2299999999999995
Aldi,free-from,10,2023,Lisburn,1.48
Aldi,drinks,10,2023,Hereford,79.85
Aldi,fresh_food,10,2023,Birmingham,52.66
Aldi,frozen,10,2023,Doncaster,16.68
Aldi,free-from,10,2023,Salford,1.49
Aldi,food_cupboard,10,2023,Swansea,26.56
Sains,health_products,10,2023,Worcester,1186.8999999999999
Sains,health_products,10,2023,Inverness,1016.0
Sains,food_cupboard,10,2023,Worcester,247.20999999999998
Sains,pets,10,2023,St Davids,96.10000000000001
Sains,health_products,10,2023,Chichester,1314.85
ASDA,food_cupboard,10,2023,Londonderry,249.55999999999992
ASDA,home,10,2023,Colchester,1263.42
ASDA,frozen,10,2023,Stoke on Trent,35.7
ASDA,pets,10,2023,Truro,104.34
ASDA,bakery,10,2023,Manchester,60.6
ASDA,frozen,10,2023,Londonderry,38.4
Sains,bakery,10,2023,Bristol,29.549999999999997
Tesco,health_products,10,2023,Derby,491.27
Tesco,drinks,10,2023,Preston,527.23
Tesco,frozen,10,2023,Cambridge,105.25999999999999
Tesco,food_cupboard,10,2023,Chester,268.15999999999997
Tesco,frozen,10,2023,Southend-on-Sea,71.2
Tesco,fresh_food,10,2023,London,212.14999999999998
Tesco,health_products,10,2023,London,681.9700000000001
Morrisons,health_products,10,2023,Bristol,409.84999999999997
Morrisons,drinks,10,2023,Ripon,554.3800000000001
Morrisons,drinks,10,2023,Milton Keynes,392.33
Aldi,drinks,10,2023,York,64.95
Aldi,fresh_food,10,2023,Plymouth,76.23
Aldi,bakery,10,2023,Ely,5.87
Sains,home,10,2023,Glasgow,1073.77
Sains,free-from,10,2023,Winchester,226.31000000000003
Sains,free-from,10,2023,Worcester,198.0
Sains,food_cupboard,10,2023,York,295.6
Sains,bakery,10,2023,Leicester,30.34
ASDA,health_products,10,2023,Ely,882.4399999999999
ASDA,household,10,2023,Lichfield,255.36
ASDA,baby_products,10,2023,Perth,113.10000000000001
ASDA,baby_products,10,2023,Wakefield,42.84
ASDA,baby_products,10,2023,Lisburn,42.730000000000004
ASDA,frozen,10,2023,Durham,18.65
Tesco,health_products,10,2023,Manchester,722.9300000000002
Tesco,health_products,10,2023,Londonderry,747.9199999999998
Tesco,bakery,10,2023,Lisburn,12.649999999999999
Tesco,frozen,10,2023,Wells,60.9
Tesco,household,10,2023,Chichester,96.9
Morrisons,pets,10,2023,St Albans,91.22999999999999
Morrisons,fresh_food,10,2023,Ely,121.05999999999999
Morrisons,drinks,10,2023,Plymouth,595.19
Morrisons,frozen,10,2023,Cardiff,56.6
Morrisons,baby_products,10,2023,Newport,42.89000000000001
Aldi,fresh_food,10,2023,Oxford,81.53999999999998
Aldi,baby_products,10,2023,Southampton,2.54
Aldi,pets,10,2023,Inverness,18.66
Aldi,bakery,10,2023,Leicester,2.44
Aldi,free-from,10,2023,Cardiff,1.99
Morrisons,baby_products,10,2023,Londonderry,56.300000000000004
Sains,food_cupboard,10,2023,Leeds,293.68
Sains,fresh_food,10,2023,Wolverhampton,239.56
Sains,frozen,10,2023,Plymouth,48.15
Sains,household,10,2023,Doncaster,279.46000000000004
Sains,baby_products,10,2023,Liverpool,67.77
Sains,frozen,10,2023,Cardiff,41.050000000000004
Sains,household,10,2023,Leeds,225.37
Sains,frozen,10,2023,Preston,58.6
ASDA,food_cupboard,10,2023,Liverpool,246.86999999999998
ASDA,bakery,10,2023,St Albans,30.09
ASDA,baby_products,10,2023,Edinburgh,137.35
Tesco,food_cupboard,10,2023,Ely,314.35999999999984
Morrisons,free-from,10,2023,Lincoln,8.45
Morrisons,drinks,10,2023,Gloucester,584.7500000000002
Morrisons,drinks,10,2023,Birmingham,480.19000000000005
Aldi,bakery,10,2023,Ripon,4.53
Aldi,fresh_food,10,2023,Cambridge,56.64000000000001
Aldi,health_products,10,2023,Manchester,14.750000000000002
Aldi,food_cupboard,10,2023,Lisburn,32.06999999999999
Aldi,drinks,10,2023,Dundee,64.37
Aldi,drinks,10,2023,Chester,56.470000000000006
Aldi,pets,10,2023,Glasgow,5.58
Aldi,baby_products,10,2023,Colchester,1.49
Sains,baby_products,10,2023,Stoke on Trent,43.33
Sains,pets,10,2023,Coventry,83.24999999999999
Sains,bakery,10,2023,Bradford,30.26
ASDA,health_products,10,2023,Leicester,592.49
ASDA,drinks,10,2023,Derby,647.8399999999999
ASDA,baby_products,10,2023,Oxford,112.21
ASDA,baby_products,10,2023,Londonderry,96.05
ASDA,baby_products,10,2023,Doncaster,158.60000000000002
Tesco,health_products,10,2023,Durham,793.04
Tesco,bakery,10,2023,Perth,70.89999999999999
Tesco,household,10,2023,Manchester,79.33
Morrisons,home,10,2023,Westminster,445.83000000000004
Morrisons,food_cupboard,10,2023,Winchester,233.06999999999996
Morrisons,food_cupboard,10,2023,Bangor,410.36999999999995
Morrisons,home,10,2023,Wells,504.57
Morrisons,bakery,10,2023,Plymouth,28.8
Morrisons,free-from,10,2023,Perth,9.040000000000001
Aldi,health_products,10,2023,Canterbury,28.51
Aldi,pets,10,2023,Perth,10.77
Sains,fresh_food,10,2023,Newport,227.77
Sains,fresh_food,10,2023,Chester,263.46
Sains,free-from,10,2023,Coventry,144.25
Sains,drinks,10,2023,Westminster,745.6999999999998
Sains,bakery,10,2023,Brighton & Hove,39.04
ASDA,health_products,10,2023,Carlisle,790.1400000000001
ASDA,food_cupboard,10,2023,Brighton & Hove,287.93999999999994
ASDA,health_products,10,2023,St Asaph,517.51
ASDA,household,10,2023,Cardiff,578.53
ASDA,pets,10,2023,Plymouth,107.36
Tesco,home,10,2023,Bath,810.84
Tesco,fresh_food,10,2023,York,141.08999999999997
Tesco,drinks,10,2023,Wrexham,465.81999999999994
Tesco,baby_products,10,2023,Chester,121.47999999999999
Tesco,household,10,2023,Southend-on-Sea,156.63
Tesco,home,10,2023,Ripon,704.72
Morrisons,drinks,10,2023,Manchester,668.44
Morrisons,food_cupboard,10,2023,Sheffield,213.91000000000005
Morrisons,drinks,10,2023,Glasgow,387.24
Morrisons,home,10,2023,Exeter,462.1500000000001
Aldi,drinks,10,2023,Swansea,49.150000000000006
Aldi,frozen,10,2023,Colchester,35.1
Aldi,baby_products,10,2023,Liverpool,4.77
Sains,drinks,10,2023,Lisburn,635.1000000000001
Sains,health_products,10,2023,Liverpool,1062.35
Sains,household,10,2023,Inverness,243.37999999999997
Sains,free-from,10,2023,Plymouth,221.05000000000004
ASDA,health_products,10,2023,Belfast,584.6300000000001
ASDA,fresh_food,10,2023,Portsmouth,244.50999999999996
ASDA,drinks,10,2023,Ripon,506.29999999999995
ASDA,home,10,2023,Ripon,1212.3600000000001
ASDA,bakery,10,2023,Exeter,82.49999999999999
Tesco,fresh_food,10,2023,Edinburgh,261.68000000000006
