supermarket,product_category,month,year,city,sales
Sains,fresh_food,8,2023,Bangor,573.6999999999998
Sains,frozen,8,2023,Portsmouth,70.25
Sains,drinks,8,2023,Edinburgh,481.99999999999994
Sains,household,8,2023,Salford,358.45
Sains,food_cupboard,8,2023,Perth,364.2799999999999
Sains,frozen,8,2023,Salford,25.54
ASDA,fresh_food,8,2023,Wells,329.47999999999996
Tesco,drinks,8,2023,Lichfield,517.4
Tesco,home,8,2023,Sunderland,748.51
Tesco,health_products,8,2023,Peterborough,712.9000000000002
Tesco,frozen,8,2023,Stoke on Trent,56.35
Morrisons,home,8,2023,Chelmsford,558.3299999999999
Morrisons,free-from,8,2023,St Albans,13.59
Aldi,health_products,8,2023,Chester,14.250000000000002
Sains,food_cupboard,8,2023,Norwich,303.33999999999986
Sains,food_cupboard,8,2023,Truro,236.83999999999997
Sains,food_cupboard,8,2023,Lancaster,286.1599999999999
Sains,home,8,2023,Aberdeen,804.1800000000001
Sains,pets,8,2023,Lincoln,126.85000000000001
Sains,fresh_food,8,2023,Liverpool,286.98
Sains,bakery,8,2023,Oxford,27.450000000000003
ASDA,free-from,8,2023,Armagh,50.65
ASDA,fresh_food,8,2023,Aberdeen,206.92999999999998
ASDA,free-from,8,2023,Newport,49.55
ASDA,home,8,2023,Swansea,1155.1000000000001
ASDA,baby_products,8,2023,Carlisle,69.21000000000001
ASDA,pets,8,2023,Southampton,85.17999999999999
Tesco,fresh_food,8,2023,Gloucester,199.34999999999997
Tesco,fresh_food,8,2023,Wells,178.54
Tesco,household,8,2023,Leicester,61.5
Tesco,frozen,8,2023,Newcastle-upon-Tyne,45.349999999999994
Morrisons,pets,8,2023,Lancaster,72.23
Morrisons,bakery,8,2023,Brighton & Hove,27.099999999999998
Morrisons,food_cupboard,8,2023,Derby,231.7
Morrisons,frozen,8,2023,Dundee,36.96
Morrisons,drinks,8,2023,Sunderland,566.99
Aldi,health_products,8,2023,Cardiff,9.92
Aldi,health_products,8,2023,Stoke on Trent,11.66
Sains,pets,8,2023,Leeds,73.5
Sains,fresh_food,8,2023,Glasgow,246.51999999999998
Sains,baby_products,8,2023,Colchester,84.13
Sains,free-from,8,2023,Coventry,139.79999999999998
